doc,partition,docLeafVal_f32,docLeafVal_f64,inc_residual
425,15,0.0186058227,0.0186058226972818,0.000000e+00
426,60,-0.01945554838,-0.019455548375845,0.000000e+00
427,45,0.004244330339,0.00424433033913374,0.000000e+00
428,47,0.01853742264,0.0185374226421118,0.000000e+00
429,14,-0.00520314509,-0.00520314509049058,0.000000e+00
430,15,0.0186058227,0.0186058226972818,0.000000e+00
431,47,0.01853742264,0.0185374226421118,0.000000e+00
432,47,0.01853742264,0.0185374226421118,0.000000e+00
433,62,-0.005304752383,-0.00530475238338113,0.000000e+00
434,47,0.01853742264,0.0185374226421118,0.000000e+00
435,24,-0.01950084046,-0.0195008404552937,0.000000e+00
436,62,-0.005304752383,-0.00530475238338113,0.000000e+00
437,57,0.0052481764,0.00524817639961839,0.000000e+00
438,45,0.004244330339,0.00424433033913374,0.000000e+00
439,59,0.01951768436,0.0195176843553782,0.000000e+00
440,63,0.01896233484,0.0189623348414898,0.000000e+00
441,43,0.02011291683,0.0201129168272018,0.000000e+00
442,44,-0.01964545436,-0.0196454543620348,0.000000e+00
443,47,0.01853742264,0.0185374226421118,0.000000e+00
444,44,-0.01964545436,-0.0196454543620348,0.000000e+00
445,13,0.003661147552,0.00366114755161107,0.000000e+00
446,15,0.0186058227,0.0186058226972818,0.000000e+00
447,44,-0.01964545436,-0.0196454543620348,0.000000e+00
448,14,-0.00520314509,-0.00520314509049058,0.000000e+00
449,15,0.0186058227,0.0186058226972818,0.000000e+00
450,13,0.003661147552,0.00366114755161107,0.000000e+00
451,63,0.01896233484,0.0189623348414898,0.000000e+00
452,43,0.02011291683,0.0201129168272018,0.000000e+00
453,31,0.01889071055,0.0188907105475664,0.000000e+00
454,60,-0.01945554838,-0.019455548375845,0.000000e+00
455,63,0.01896233484,0.0189623348414898,0.000000e+00
456,13,0.003661147552,0.00366114755161107,0.000000e+00
457,47,0.01853742264,0.0185374226421118,0.000000e+00
458,62,-0.005304752383,-0.00530475238338113,0.000000e+00
459,12,-0.01961578242,-0.0196157824248075,0.000000e+00
460,29,0.004737198353,0.00473719835281372,0.000000e+00
461,60,-0.01945554838,-0.019455548375845,0.000000e+00
462,30,-0.004900026601,-0.00490002660080791,0.000000e+00
463,45,0.004244330339,0.00424433033913374,0.000000e+00
464,44,-0.01964545436,-0.0196454543620348,0.000000e+00
465,4,-0.02220169455,-0.02220169454813,0.000000e+00
466,13,0.003661147552,0.00366114755161107,0.000000e+00
467,46,-0.004982956219,-0.00498295621946454,0.000000e+00
468,44,-0.01964545436,-0.0196454543620348,0.000000e+00
469,47,0.01853742264,0.0185374226421118,0.000000e+00
470,46,-0.004982956219,-0.00498295621946454,0.000000e+00
471,12,-0.01961578242,-0.0196157824248075,0.000000e+00
472,61,0.004612586461,0.0046125864610076,0.000000e+00
473,31,0.01889071055,0.0188907105475664,0.000000e+00
474,44,-0.01964545436,-0.0196454543620348,0.000000e+00
475,28,-0.01943381689,-0.0194338168948889,0.000000e+00
476,12,-0.01961578242,-0.0196157824248075,0.000000e+00
477,52,-0.02101724781,-0.0210172478109598,0.000000e+00
478,13,0.003661147552,0.00366114755161107,0.000000e+00
