2	1
2	0
2	3
2	4
2	5
2	6
7	3
7	4
7	5
7	6
3	5
6	3
8	2
8	4
8	1
8	3
12	11
12	10
12	13
12	14
12	15
12	16
17	13
17	14
17	15
17	16
13	15
16	13
18	12
18	14
18	11
18	13
22	21
22	20
22	23
22	24
22	25
22	26
27	23
27	24
27	25
27	26
23	25
26	23
28	22
28	24
28	21
28	23
32	31
32	30
32	33
32	34
32	35
32	36
37	33
37	34
37	35
37	36
33	35
36	33
38	32
38	34
38	31
38	33
42	41
42	40
42	43
42	44
42	45
42	46
47	43
47	44
47	45
47	46
43	45
46	43
48	42
48	44
48	41
48	43
52	51
52	50
52	53
52	54
52	55
52	56
57	53
57	54
57	55
57	56
53	55
56	53
58	52
58	54
58	51
58	53
62	61
62	60
62	63
62	64
62	65
62	66
67	63
67	64
67	65
67	66
63	65
66	63
68	62
68	64
68	61
68	63
72	71
72	70
72	73
72	74
72	75
72	76
77	73
77	74
77	75
77	76
73	75
76	73
78	72
78	74
78	71
78	73
82	81
82	80
82	83
82	84
82	85
82	86
87	83
87	84
87	85
87	86
83	85
86	83
88	82
88	84
88	81
88	83
92	91
92	90
92	93
92	94
92	95
92	96
97	93
97	94
97	95
97	96
93	95
96	93
98	92
98	94
98	91
98	93
